起点id,终点id,序号,起点,终点,路径,长度/m
62527,62525,4,61,62,"61,6,5,6,62",1793
62558,62548,1,61,62,"61,c,62",790
62558,62548,2,61,62,"61,6,62",925
62558,62548,3,61,62,"61,b,5,6,62",1766
62558,62548,4,61,62,"61,6,5,6,62",1793
62549,62559,1,61,62,"61,c,62",790
62549,62559,2,61,62,"61,6,62",925
62549,62559,3,61,62,"61,b,5,6,62",1766
62549,62559,4,61,62,"61,6,5,6,62",1793
62559,62550,1,61,62,"61,c,62",790
62559,62550,2,61,62,"61,6,62",925
62559,62550,3,61,62,"61,b,5,6,62",1766
62559,62550,4,61,62,"61,6,5,6,62",1793
62550,62529,1,1,61,"1,f,e,d,61",1833
62550,62529,2,1,61,"1,f,e,c,61",2035
62550,62529,3,1,61,"1,2,a,b,61",2053
62550,62529,4,1,61,"1,f,e,f,e,d,61",2093
62538,62540,1,2,5,"2,a,b,5",1380
62538,62540,2,2,5,"2,a,b,61,b,5",2314
62538,62540,3,2,5,"2,a,b,61,6,5",2341
62538,62540,4,2,5,"2,a,b,a,b,5",2380
62542,62551,1,5,61,"5,b,61",987
62542,62551,2,5,61,"5,6,61",1014
62542,62551,3,5,61,"5,6,62,c,61",1569
62542,62551,4,5,61,"5,6,62,6,61",1704
62551,62560,1,61,62,"61,c,62",790
62551,62560,2,61,62,"61,6,62",925
62551,62560,3,61,62,"61,b,5,6,62",1766
62551,62560,4,61,62,"61,6,5,6,62",1793
62560,62552,1,61,62,"61,c,62",790
62560,62552,2,61,62,"61,6,62",925
62560,62552,3,61,62,"61,b,5,6,62",1766
62560,62552,4,61,62,"61,6,5,6,62",1793
62553,62531,1,1,61,"1,f,e,d,61",1833
62553,62531,2,1,61,"1,f,e,c,61",2035
62553,62531,3,1,61,"1,2,a,b,61",2053
62553,62531,4,1,61,"1,f,e,f,e,d,61",2093
62534,62554,1,1,61,"1,f,e,d,61",1833
62534,62554,2,1,61,"1,f,e,c,61",2035
62534,62554,3,1,61,"1,2,a,b,61",2053
62534,62554,4,1,61,"1,f,e,f,e,d,61",2093
62537,62561,1,1,62,"1,f,e,c,62",2425
62537,62561,2,1,62,"1,f,e,d,61,c,62",2623
62537,62561,3,1,62,"1,f,e,f,e,c,62",2685
62537,62561,4,1,62,"1,f,e,d,61,6,62",2758
62555,62545,1,5,61,"5,b,61",987
62555,62545,2,5,61,"5,6,61",1014
62555,62545,3,5,61,"5,6,62,c,61",1569
62555,62545,4,5,61,"5,6,62,6,61",1704
62545,62556,1,5,61,"5,b,61",987
62545,62556,2,5,61,"5,6,61",1014
62545,62556,3,5,61,"5,6,62,c,61",1569
62545,62556,4,5,61,"5,6,62,6,61",1704
62562,62564,1,2,61,"2,a,b,61",1327
62562,62564,2,2,61,"2,f,e,d,61",1463
62562,62564,3,2,61,"2,a,d,61",1536
62562,62564,4,2,61,"2,f,e,c,61",1665
62565,62563,1,2,61,"2,a,b,61",1327
62565,62563,2,2,61,"2,f,e,d,61",1463
62565,62563,3,2,61,"2,a,d,61",1536
62565,62563,4,2,61,"2,f,e,c,61",1665
62581,62575,1,2,5,"2,a,b,5",1380
62581,62575,2,2,5,"2,a,b,61,b,5",2314
62581,62575,3,2,5,"2,a,b,61,6,5",2341
62581,62575,4,2,5,"2,a,b,a,b,5",2380
62576,62582,1,2,5,"2,a,b,5",1380
62576,62582,2,2,5,"2,a,b,61,b,5",2314
62576,62582,3,2,5,"2,a,b,61,6,5",2341
62576,62582,4,2,5,"2,a,b,a,b,5",2380
62583,62577,1,2,5,"2,a,b,5",1380
62583,62577,2,2,5,"2,a,b,61,b,5",2314
62583,62577,3,2,5,"2,a,b,61,6,5",2341
62583,62577,4,2,5,"2,a,b,a,b,5",2380
62577,62585,1,2,61,"2,a,b,61",1327
62577,62585,2,2,61,"2,f,e,d,61",1463
62577,62585,3,2,61,"2,a,d,61",1536
62577,62585,4,2,61,"2,f,e,c,61",1665
62579,62587,1,2,61,"2,a,b,61",1327
62579,62587,2,2,61,"2,f,e,d,61",1463
62579,62587,3,2,61,"2,a,d,61",1536
62579,62587,4,2,61,"2,f,e,c,61",1665
62593,62600,1,2,5,"2,a,b,5",1380
62593,62600,2,2,5,"2,a,b,61,b,5",2314
62593,62600,3,2,5,"2,a,b,61,6,5",2341
62593,62600,4,2,5,"2,a,b,a,b,5",2380
62601,62608,1,5,61,"5,b,61",987
62601,62608,2,5,61,"5,6,61",1014
62601,62608,3,5,61,"5,6,62,c,61",1569
62601,62608,4,5,61,"5,6,62,6,61",1704
62603,62614,1,5,62,"5,6,62",779
62603,62614,2,5,62,"5,b,61,c,62",1777
62603,62614,3,5,62,"5,6,61,c,62",1804
62603,62614,4,5,62,"5,b,61,6,62",1912
62615,62609,1,61,62,"61,c,62",790
62615,62609,2,61,62,"61,6,62",925
62615,62609,3,61,62,"61,b,5,6,62",1766
62615,62609,4,61,62,"61,6,5,6,62",1793
62610,62594,1,2,61,"2,a,b,61",1327
62610,62594,2,2,61,"2,f,e,d,61",1463
62610,62594,3,2,61,"2,a,d,61",1536
62610,62594,4,2,61,"2,f,e,c,61",1665
62596,62611,1,2,61,"2,a,b,61",1327
62596,62611,2,2,61,"2,f,e,d,61",1463
62596,62611,3,2,61,"2,a,d,61",1536
62596,62611,4,2,61,"2,f,e,c,61",1665
62613,62604,1,5,61,"5,b,61",987
62613,62604,2,5,61,"5,6,61",1014
62613,62604,3,5,61,"5,6,62,c,61",1569
62613,62604,4,5,61,"5,6,62,6,61",1704
62605,62599,1,2,5,"2,a,b,5",1380
62605,62599,2,2,5,"2,a,b,61,b,5",2314
62605,62599,3,2,5,"2,a,b,61,6,5",2341
62605,62599,4,2,5,"2,a,b,a,b,5",2380
62635,62619,1,13,2,"13,1,2",1611
62635,62619,2,13,2,"13,1,f,2",2365
62635,62619,3,13,2,"13,1,f,e,f,2",2625
62635,62619,4,13,2,"13,1,f,e,f,e,f,2",2885
62629,62621,1,2,5,"2,a,b,5",1380
62629,62621,2,2,5,"2,a,b,61,b,5",2314
62629,62621,3,2,5,"2,a,b,61,6,5",2341
62629,62621,4,2,5,"2,a,b,a,b,5",2380
62621,62636,1,2,61,"2,a,b,61",1327
62621,62636,2,2,61,"2,f,e,d,61",1463
62621,62636,3,2,61,"2,a,d,61",1536
62621,62636,4,2,61,"2,f,e,c,61",1665
62637,62622,1,2,61,"2,a,b,61",1327
62637,62622,2,2,61,"2,f,e,d,61",1463
62637,62622,3,2,61,"2,a,d,61",1536
62637,62622,4,2,61,"2,f,e,c,61",1665
62622,62638,1,2,61,"2,a,b,61",1327
62622,62638,2,2,61,"2,f,e,d,61",1463
62622,62638,3,2,61,"2,a,d,61",1536
62622,62638,4,2,61,"2,f,e,c,61",1665
62638,62630,1,5,61,"5,b,61",987
62638,62630,2,5,61,"5,6,61",1014
62638,62630,3,5,61,"5,6,62,c,61",1569
62638,62630,4,5,61,"5,6,62,6,61",1704
62630,62639,1,5,61,"5,b,61",987
62630,62639,2,5,61,"5,6,61",1014
62630,62639,3,5,61,"5,6,62,c,61",1569
62630,62639,4,5,61,"5,6,62,6,61",1704
62639,62631,1,5,61,"5,b,61",987
62639,62631,2,5,61,"5,6,61",1014
62639,62631,3,5,61,"5,6,62,c,61",1569
62639,62631,4,5,61,"5,6,62,6,61",1704
62632,62640,1,5,61,"5,b,61",987
62632,62640,2,5,61,"5,6,61",1014
62632,62640,3,5,61,"5,6,62,c,61",1569
62632,62640,4,5,61,"5,6,62,6,61",1704
62641,62623,1,2,61,"2,a,b,61",1327
62641,62623,2,2,61,"2,f,e,d,61",1463
62641,62623,3,2,61,"2,a,d,61",1536
62641,62623,4,2,61,"2,f,e,c,61",1665
62624,62633,1,2,5,"2,a,b,5",1380
62624,62633,2,2,5,"2,a,b,61,b,5",2314
62624,62633,3,2,5,"2,a,b,61,6,5",2341
62624,62633,4,2,5,"2,a,b,a,b,5",2380
62634,62642,1,5,61,"5,b,61",987
62634,62642,2,5,61,"5,6,61",1014
62634,62642,3,5,61,"5,6,62,c,61",1569
62634,62642,4,5,61,"5,6,62,6,61",1704
62642,62625,1,2,61,"2,a,b,61",1327
62642,62625,2,2,61,"2,f,e,d,61",1463
62642,62625,3,2,61,"2,a,d,61",1536
62642,62625,4,2,61,"2,f,e,c,61",1665
62626,62643,1,2,61,"2,a,b,61",1327
62626,62643,2,2,61,"2,f,e,d,61",1463
62626,62643,3,2,61,"2,a,d,61",1536
62626,62643,4,2,61,"2,f,e,c,61",1665
62644,62627,1,2,61,"2,a,b,61",1327
62644,62627,2,2,61,"2,f,e,d,61",1463
62644,62627,3,2,61,"2,a,d,61",1536
62644,62627,4,2,61,"2,f,e,c,61",1665
62660,62653,1,61,62,"61,c,62",790
62660,62653,2,61,62,"61,6,62",925
62660,62653,3,61,62,"61,b,5,6,62",1766
62660,62653,4,61,62,"61,6,5,6,62",1793
62654,62661,1,61,62,"61,c,62",790
62654,62661,2,61,62,"61,6,62",925
62654,62661,3,61,62,"61,b,5,6,62",1766
62654,62661,4,61,62,"61,6,5,6,62",1793
62662,62655,1,61,62,"61,c,62",790
62662,62655,2,61,62,"61,6,62",925
62662,62655,3,61,62,"61,b,5,6,62",1766
62662,62655,4,61,62,"61,6,5,6,62",1793
62645,62656,1,1,61,"1,f,e,d,61",1833
62645,62656,2,1,61,"1,f,e,c,61",2035
62645,62656,3,1,61,"1,2,a,b,61",2053
62645,62656,4,1,61,"1,f,e,f,e,d,61",2093
62657,62648,1,2,61,"2,a,b,61",1327
62657,62648,2,2,61,"2,f,e,d,61",1463
62657,62648,3,2,61,"2,a,d,61",1536
62657,62648,4,2,61,"2,f,e,c,61",1665
62649,62658,1,2,61,"2,a,b,61",1327
62649,62658,2,2,61,"2,f,e,d,61",1463
62649,62658,3,2,61,"2,a,d,61",1536
62649,62658,4,2,61,"2,f,e,c,61",1665
62686,62681,1,61,62,"61,c,62",790
62686,62681,2,61,62,"61,6,62",925
62686,62681,3,61,62,"61,b,5,6,62",1766
62686,62681,4,61,62,"61,6,5,6,62",1793
62681,62674,1,5,61,"5,b,61",987
62681,62674,2,5,61,"5,6,61",1014
62681,62674,3,5,61,"5,6,62,c,61",1569
62681,62674,4,5,61,"5,6,62,6,61",1704
62675,62682,1,5,61,"5,b,61",987
62675,62682,2,5,61,"5,6,61",1014
62675,62682,3,5,61,"5,6,62,c,61",1569
62675,62682,4,5,61,"5,6,62,6,61",1704
62683,62663,1,1,61,"1,f,e,d,61",1833
62683,62663,2,1,61,"1,f,e,c,61",2035
62683,62663,3,1,61,"1,2,a,b,61",2053
62683,62663,4,1,61,"1,f,e,f,e,d,61",2093
62665,62684,1,1,61,"1,f,e,d,61",1833
62665,62684,2,1,61,"1,f,e,c,61",2035
62665,62684,3,1,61,"1,2,a,b,61",2053
62665,62684,4,1,61,"1,f,e,f,e,d,61",2093
62685,62672,1,2,61,"2,a,b,61",1327
62685,62672,2,2,61,"2,f,e,d,61",1463
62685,62672,3,2,61,"2,a,d,61",1536
62685,62672,4,2,61,"2,f,e,c,61",1665
62676,62666,1,1,5,"1,2,a,b,5",2106
62676,62666,2,1,5,"1,f,e,d,61,b,5",2820
62676,62666,3,1,5,"1,2,a,2,a,b,5",2826
62676,62666,4,1,5,"1,f,e,d,a,b,5",2829
62718,62707,1,61,62,"61,c,62",790
62718,62707,2,61,62,"61,6,62",925
62718,62707,3,61,62,"61,b,5,6,62",1766
62718,62707,4,61,62,"61,6,5,6,62",1793
62707,62697,1,5,61,"5,b,61",987
62707,62697,2,5,61,"5,6,61",1014
62707,62697,3,5,61,"5,6,62,c,61",1569
62707,62697,4,5,61,"5,6,62,6,61",1704
62688,62698,1,2,5,"2,a,b,5",1380
62688,62698,2,2,5,"2,a,b,61,b,5",2314
62688,62698,3,2,5,"2,a,b,61,6,5",2341
62688,62698,4,2,5,"2,a,b,a,b,5",2380
62698,62719,1,5,62,"5,6,62",779
62698,62719,2,5,62,"5,b,61,c,62",1777
62698,62719,3,5,62,"5,6,61,c,62",1804
62698,62719,4,5,62,"5,b,61,6,62",1912
62719,62689,1,2,62,"2,f,e,c,62",2055
62719,62689,2,2,62,"2,a,b,61,c,62",2117
62719,62689,3,2,62,"2,a,b,5,6,62",2159
62719,62689,4,2,62,"2,a,b,61,6,62",2252
62687,62699,1,1,5,"1,2,a,b,5",2106
62687,62699,2,1,5,"1,f,e,d,61,b,5",2820
62687,62699,3,1,5,"1,2,a,2,a,b,5",2826
62687,62699,4,1,5,"1,f,e,d,a,b,5",2829
62700,62690,1,2,5,"2,a,b,5",1380
62700,62690,2,2,5,"2,a,b,61,b,5",2314
62700,62690,3,2,5,"2,a,b,61,6,5",2341
62700,62690,4,2,5,"2,a,b,a,b,5",2380
62690,62708,1,2,61,"2,a,b,61",1327
62690,62708,2,2,61,"2,f,e,d,61",1463
62690,62708,3,2,61,"2,a,d,61",1536
62690,62708,4,2,61,"2,f,e,c,61",1665
62708,62691,1,2,61,"2,a,b,61",1327
62708,62691,2,2,61,"2,f,e,d,61",1463
62708,62691,3,2,61,"2,a,d,61",1536
62708,62691,4,2,61,"2,f,e,c,61",1665
62709,62701,1,5,61,"5,b,61",987
62709,62701,2,5,61,"5,6,61",1014
62709,62701,3,5,61,"5,6,62,c,61",1569
62709,62701,4,5,61,"5,6,62,6,61",1704
62702,62710,1,5,61,"5,b,61",987
62702,62710,2,5,61,"5,6,61",1014
62702,62710,3,5,61,"5,6,62,c,61",1569
62702,62710,4,5,61,"5,6,62,6,61",1704
62720,62712,1,61,62,"61,c,62",790
62720,62712,2,61,62,"61,6,62",925
62720,62712,3,61,62,"61,b,5,6,62",1766
62720,62712,4,61,62,"61,6,5,6,62",1793
62712,62692,1,2,61,"2,a,b,61",1327
62712,62692,2,2,61,"2,f,e,d,61",1463
62712,62692,3,2,61,"2,a,d,61",1536
62712,62692,4,2,61,"2,f,e,c,61",1665
62692,62713,1,2,61,"2,a,b,61",1327
62692,62713,2,2,61,"2,f,e,d,61",1463
62692,62713,3,2,61,"2,a,d,61",1536
62692,62713,4,2,61,"2,f,e,c,61",1665
62713,62703,1,5,61,"5,b,61",987
62713,62703,2,5,61,"5,6,61",1014
62713,62703,3,5,61,"5,6,62,c,61",1569
62713,62703,4,5,61,"5,6,62,6,61",1704
62703,62721,1,5,62,"5,6,62",779
62703,62721,2,5,62,"5,b,61,c,62",1777
62703,62721,3,5,62,"5,6,61,c,62",1804
62703,62721,4,5,62,"5,b,61,6,62",1912
62721,62714,1,61,62,"61,c,62",790
62721,62714,2,61,62,"61,6,62",925
62721,62714,3,61,62,"61,b,5,6,62",1766
62721,62714,4,61,62,"61,6,5,6,62",1793
62714,62693,1,2,61,"2,a,b,61",1327
62714,62693,2,2,61,"2,f,e,d,61",1463
62714,62693,3,2,61,"2,a,d,61",1536
62714,62693,4,2,61,"2,f,e,c,61",1665
62693,62715,1,2,61,"2,a,b,61",1327
62693,62715,2,2,61,"2,f,e,d,61",1463
62693,62715,3,2,61,"2,a,d,61",1536
62693,62715,4,2,61,"2,f,e,c,61",1665
62716,62722,1,61,62,"61,c,62",790
62716,62722,2,61,62,"61,6,62",925
62716,62722,3,61,62,"61,b,5,6,62",1766
62716,62722,4,61,62,"61,6,5,6,62",1793
62722,62704,1,5,62,"5,6,62",779
62722,62704,2,5,62,"5,b,61,c,62",1777
62722,62704,3,5,62,"5,6,61,c,62",1804
62722,62704,4,5,62,"5,b,61,6,62",1912
62704,62694,1,2,5,"2,a,b,5",1380
62704,62694,2,2,5,"2,a,b,61,b,5",2314
62704,62694,3,2,5,"2,a,b,61,6,5",2341
62704,62694,4,2,5,"2,a,b,a,b,5",2380
62695,62717,1,2,61,"2,a,b,61",1327
62695,62717,2,2,61,"2,f,e,d,61",1463
62695,62717,3,2,61,"2,a,d,61",1536
62695,62717,4,2,61,"2,f,e,c,61",1665
62717,62705,1,5,61,"5,b,61",987
62717,62705,2,5,61,"5,6,61",1014
62717,62705,3,5,61,"5,6,62,c,61",1569
62717,62705,4,5,61,"5,6,62,6,61",1704
62723,62706,1,5,62,"5,6,62",779
62723,62706,2,5,62,"5,b,61,c,62",1777
62723,62706,3,5,62,"5,6,61,c,62",1804
62723,62706,4,5,62,"5,b,61,6,62",1912
62732,62731,1,61,62,"61,c,62",790
62732,62731,2,61,62,"61,6,62",925
62732,62731,3,61,62,"61,b,5,6,62",1766
62732,62731,4,61,62,"61,6,5,6,62",1793
62731,62727,1,5,61,"5,b,61",987
62731,62727,2,5,61,"5,6,61",1014
62731,62727,3,5,61,"5,6,62,c,61",1569
62731,62727,4,5,61,"5,6,62,6,61",1704
62747,62735,1,2,61,"2,a,b,61",1327
62747,62735,2,2,61,"2,f,e,d,61",1463
62747,62735,3,2,61,"2,a,d,61",1536
62747,62735,4,2,61,"2,f,e,c,61",1665
62736,62738,1,2,5,"2,a,b,5",1380
62736,62738,2,2,5,"2,a,b,61,b,5",2314
62736,62738,3,2,5,"2,a,b,61,6,5",2341
62736,62738,4,2,5,"2,a,b,a,b,5",2380
62742,62748,1,5,61,"5,b,61",987
62742,62748,2,5,61,"5,6,61",1014
62742,62748,3,5,61,"5,6,62,c,61",1569
62742,62748,4,5,61,"5,6,62,6,61",1704
62751,62737,1,2,61,"2,a,b,61",1327
62751,62737,2,2,61,"2,f,e,d,61",1463
62751,62737,3,2,61,"2,a,d,61",1536
62751,62737,4,2,61,"2,f,e,c,61",1665
62737,62752,1,2,61,"2,a,b,61",1327
62737,62752,2,2,61,"2,f,e,d,61",1463
62737,62752,3,2,61,"2,a,d,61",1536
62737,62752,4,2,61,"2,f,e,c,61",1665
62744,62756,1,5,61,"5,b,61",987
62744,62756,2,5,61,"5,6,61",1014
62744,62756,3,5,61,"5,6,62,c,61",1569
62744,62756,4,5,61,"5,6,62,6,61",1704
62760,62759,1,61,62,"61,c,62",790
62760,62759,2,61,62,"61,6,62",925
62760,62759,3,61,62,"61,b,5,6,62",1766
62760,62759,4,61,62,"61,6,5,6,62",1793
62761,62805,1,1,62,"1,f,e,c,62",2425
62761,62805,2,1,62,"1,f,e,d,61,c,62",2623
62761,62805,3,1,62,"1,f,e,f,e,c,62",2685
62761,62805,4,1,62,"1,f,e,d,61,6,62",2758
62805,62793,1,61,62,"61,c,62",790
62805,62793,2,61,62,"61,6,62",925
62805,62793,3,61,62,"61,b,5,6,62",1766
62805,62793,4,61,62,"61,6,5,6,62",1793
62795,62779,1,2,61,"2,a,b,61",1327
62795,62779,2,2,61,"2,f,e,d,61",1463
62795,62779,3,2,61,"2,a,d,61",1536
62795,62779,4,2,61,"2,f,e,c,61",1665
62780,62796,1,2,61,"2,a,b,61",1327
62780,62796,2,2,61,"2,f,e,d,61",1463
62780,62796,3,2,61,"2,a,d,61",1536
62780,62796,4,2,61,"2,f,e,c,61",1665
62796,62781,1,2,61,"2,a,b,61",1327
62796,62781,2,2,61,"2,f,e,d,61",1463
62796,62781,3,2,61,"2,a,d,61",1536
62796,62781,4,2,61,"2,f,e,c,61",1665
62784,62797,1,2,61,"2,a,b,61",1327
62784,62797,2,2,61,"2,f,e,d,61",1463
62784,62797,3,2,61,"2,a,d,61",1536
62784,62797,4,2,61,"2,f,e,c,61",1665
62791,62798,1,5,61,"5,b,61",987
62791,62798,2,5,61,"5,6,61",1014
62791,62798,3,5,61,"5,6,62,c,61",1569
62791,62798,4,5,61,"5,6,62,6,61",1704
62799,62785,1,2,61,"2,a,b,61",1327
62799,62785,2,2,61,"2,f,e,d,61",1463
62799,62785,3,2,61,"2,a,d,61",1536
62799,62785,4,2,61,"2,f,e,c,61",1665
62769,62800,1,1,61,"1,f,e,d,61",1833
62769,62800,2,1,61,"1,f,e,c,61",2035
62769,62800,3,1,61,"1,2,a,b,61",2053
62769,62800,4,1,61,"1,f,e,f,e,d,61",2093
62800,62786,1,2,61,"2,a,b,61",1327
62800,62786,2,2,61,"2,f,e,d,61",1463
62800,62786,3,2,61,"2,a,d,61",1536
62800,62786,4,2,61,"2,f,e,c,61",1665
62787,62801,1,2,61,"2,a,b,61",1327
62787,62801,2,2,61,"2,f,e,d,61",1463
62787,62801,3,2,61,"2,a,d,61",1536
62787,62801,4,2,61,"2,f,e,c,61",1665
62804,62774,1,1,61,"1,f,e,d,61",1833
62804,62774,2,1,61,"1,f,e,c,61",2035
62804,62774,3,1,61,"1,2,a,b,61",2053
62804,62774,4,1,61,"1,f,e,f,e,d,61",2093
62774,62806,1,1,62,"1,f,e,c,62",2425
62774,62806,2,1,62,"1,f,e,d,61,c,62",2623
62774,62806,3,1,62,"1,f,e,f,e,c,62",2685
62774,62806,4,1,62,"1,f,e,d,61,6,62",2758
62811,62808,1,5,62,"5,6,62",779
62811,62808,2,5,62,"5,b,61,c,62",1777
62811,62808,3,5,62,"5,6,61,c,62",1804
62811,62808,4,5,62,"5,b,61,6,62",1912
62812,62809,1,5,62,"5,6,62",779
62812,62809,2,5,62,"5,b,61,c,62",1777
62812,62809,3,5,62,"5,6,61,c,62",1804
62812,62809,4,5,62,"5,b,61,6,62",1912
62809,62810,1,5,61,"5,b,61",987
62809,62810,2,5,61,"5,6,61",1014
62809,62810,3,5,61,"5,6,62,c,61",1569
62809,62810,4,5,61,"5,6,62,6,61",1704
62816,62818,1,2,61,"2,a,b,61",1327
62816,62818,2,2,61,"2,f,e,d,61",1463
62816,62818,3,2,61,"2,a,d,61",1536
62816,62818,4,2,61,"2,f,e,c,61",1665
62818,62813,1,1,61,"1,f,e,d,61",1833
62818,62813,2,1,61,"1,f,e,c,61",2035
62818,62813,3,1,61,"1,2,a,b,61",2053
62818,62813,4,1,61,"1,f,e,f,e,d,61",2093
62835,62820,1,1,61,"1,f,e,d,61",1833
62835,62820,2,1,61,"1,f,e,c,61",2035
62835,62820,3,1,61,"1,2,a,b,61",2053
62835,62820,4,1,61,"1,f,e,f,e,d,61",2093
62822,62836,1,1,61,"1,f,e,d,61",1833
62822,62836,2,1,61,"1,f,e,c,61",2035
62822,62836,3,1,61,"1,2,a,b,61",2053
62822,62836,4,1,61,"1,f,e,f,e,d,61",2093
62837,62828,1,5,61,"5,b,61",987
62837,62828,2,5,61,"5,6,61",1014
62837,62828,3,5,61,"5,6,62,c,61",1569
62837,62828,4,5,61,"5,6,62,6,61",1704
62825,62839,1,1,61,"1,f,e,d,61",1833
62825,62839,2,1,61,"1,f,e,c,61",2035
62825,62839,3,1,61,"1,2,a,b,61",2053
62825,62839,4,1,61,"1,f,e,f,e,d,61",2093
62856,62849,1,2,5,"2,a,b,5",1380
62856,62849,2,2,5,"2,a,b,61,b,5",2314
62856,62849,3,2,5,"2,a,b,61,6,5",2341
62856,62849,4,2,5,"2,a,b,a,b,5",2380
62840,62861,1,1,61,"1,f,e,d,61",1833
62840,62861,2,1,61,"1,f,e,c,61",2035
62840,62861,3,1,61,"1,2,a,b,61",2053
62840,62861,4,1,61,"1,f,e,f,e,d,61",2093
62861,62850,1,2,61,"2,a,b,61",1327
62861,62850,2,2,61,"2,f,e,d,61",1463
62861,62850,3,2,61,"2,a,d,61",1536
62861,62850,4,2,61,"2,f,e,c,61",1665
62841,62862,1,1,61,"1,f,e,d,61",1833
62841,62862,2,1,61,"1,f,e,c,61",2035
62841,62862,3,1,61,"1,2,a,b,61",2053
62841,62862,4,1,61,"1,f,e,f,e,d,61",2093
62864,62857,1,5,61,"5,b,61",987
62864,62857,2,5,61,"5,6,61",1014
62864,62857,3,5,61,"5,6,62,c,61",1569
62864,62857,4,5,61,"5,6,62,6,61",1704
62858,62870,1,5,62,"5,6,62",779
62858,62870,2,5,62,"5,b,61,c,62",1777
62858,62870,3,5,62,"5,6,61,c,62",1804
62858,62870,4,5,62,"5,b,61,6,62",1912
62870,62865,1,61,62,"61,c,62",790
62870,62865,2,61,62,"61,6,62",925
62870,62865,3,61,62,"61,b,5,6,62",1766
62870,62865,4,61,62,"61,6,5,6,62",1793
62865,62851,1,2,61,"2,a,b,61",1327
62865,62851,2,2,61,"2,f,e,d,61",1463
62865,62851,3,2,61,"2,a,d,61",1536
62865,62851,4,2,61,"2,f,e,c,61",1665
62843,62859,1,1,5,"1,2,a,b,5",2106
62843,62859,2,1,5,"1,f,e,d,61,b,5",2820
62843,62859,3,1,5,"1,2,a,2,a,b,5",2826
62843,62859,4,1,5,"1,f,e,d,a,b,5",2829
62859,62853,1,2,5,"2,a,b,5",1380
62859,62853,2,2,5,"2,a,b,61,b,5",2314
62859,62853,3,2,5,"2,a,b,61,6,5",2341
62859,62853,4,2,5,"2,a,b,a,b,5",2380
62846,62866,1,1,61,"1,f,e,d,61",1833
62846,62866,2,1,61,"1,f,e,c,61",2035
62846,62866,3,1,61,"1,2,a,b,61",2053
62846,62866,4,1,61,"1,f,e,f,e,d,61",2093
62866,62871,1,61,62,"61,c,62",790
62866,62871,2,61,62,"61,6,62",925
62866,62871,3,61,62,"61,b,5,6,62",1766
62866,62871,4,61,62,"61,6,5,6,62",1793
62871,62867,1,61,62,"61,c,62",790
62871,62867,2,61,62,"61,6,62",925
62871,62867,3,61,62,"61,b,5,6,62",1766
62871,62867,4,61,62,"61,6,5,6,62",1793
62867,62854,1,2,61,"2,a,b,61",1327
62867,62854,2,2,61,"2,f,e,d,61",1463
62867,62854,3,2,61,"2,a,d,61",1536
62867,62854,4,2,61,"2,f,e,c,61",1665
62847,62868,1,1,61,"1,f,e,d,61",1833
62847,62868,2,1,61,"1,f,e,c,61",2035
62847,62868,3,1,61,"1,2,a,b,61",2053
62847,62868,4,1,61,"1,f,e,f,e,d,61",2093
62868,62860,1,5,61,"5,b,61",987
62868,62860,2,5,61,"5,6,61",1014
62868,62860,3,5,61,"5,6,62,c,61",1569
62868,62860,4,5,61,"5,6,62,6,61",1704
62860,62855,1,2,5,"2,a,b,5",1380
62860,62855,2,2,5,"2,a,b,61,b,5",2314
62860,62855,3,2,5,"2,a,b,61,6,5",2341
62860,62855,4,2,5,"2,a,b,a,b,5",2380
62848,62869,1,1,61,"1,f,e,d,61",1833
62848,62869,2,1,61,"1,f,e,c,61",2035
62848,62869,3,1,61,"1,2,a,b,61",2053
62848,62869,4,1,61,"1,f,e,f,e,d,61",2093
62907,62897,1,61,62,"61,c,62",790
62907,62897,2,61,62,"61,6,62",925
62907,62897,3,61,62,"61,b,5,6,62",1766
62907,62897,4,61,62,"61,6,5,6,62",1793
62897,62872,1,1,61,"1,f,e,d,61",1833
62897,62872,2,1,61,"1,f,e,c,61",2035
62897,62872,3,1,61,"1,2,a,b,61",2053
62897,62872,4,1,61,"1,f,e,f,e,d,61",2093
62877,62884,1,2,5,"2,a,b,5",1380
62877,62884,2,2,5,"2,a,b,61,b,5",2314
62877,62884,3,2,5,"2,a,b,61,6,5",2341
62877,62884,4,2,5,"2,a,b,a,b,5",2380
62885,62908,1,5,62,"5,6,62",779
62885,62908,2,5,62,"5,b,61,c,62",1777
62885,62908,3,5,62,"5,6,61,c,62",1804
62885,62908,4,5,62,"5,b,61,6,62",1912
62908,62878,1,2,62,"2,f,e,c,62",2055
62908,62878,2,2,62,"2,a,b,61,c,62",2117
62908,62878,3,2,62,"2,a,b,5,6,62",2159
62908,62878,4,2,62,"2,a,b,61,6,62",2252
62878,62898,1,2,61,"2,a,b,61",1327
62878,62898,2,2,61,"2,f,e,d,61",1463
62878,62898,3,2,61,"2,a,d,61",1536
62878,62898,4,2,61,"2,f,e,c,61",1665
62898,62886,1,5,61,"5,b,61",987
62898,62886,2,5,61,"5,6,61",1014
62898,62886,3,5,61,"5,6,62,c,61",1569
62898,62886,4,5,61,"5,6,62,6,61",1704
62887,62899,1,5,61,"5,b,61",987
62887,62899,2,5,61,"5,6,61",1014
62887,62899,3,5,61,"5,6,62,c,61",1569
62887,62899,4,5,61,"5,6,62,6,61",1704
62899,62879,1,2,61,"2,a,b,61",1327
