起点id,终点id,序号,起点,终点,路径,长度/m
20130,20132,1,2,5,"2,a,b,5",1380
20130,20132,2,2,5,"2,a,b,61,b,5",2314
20130,20132,3,2,5,"2,a,b,61,6,5",2341
20130,20132,4,2,5,"2,a,b,a,b,5",2380
20135,20136,1,1,5,"1,2,a,b,5",2106
20135,20136,2,1,5,"1,f,e,d,61,b,5",2820
20135,20136,3,1,5,"1,2,a,2,a,b,5",2826
20135,20136,4,1,5,"1,f,e,d,a,b,5",2829
20143,20140,1,1,62,"1,f,e,c,62",2425
20143,20140,2,1,62,"1,f,e,d,61,c,62",2623
20143,20140,3,1,62,"1,f,e,f,e,c,62",2685
20143,20140,4,1,62,"1,f,e,d,61,6,62",2758
20154,20151,1,1,62,"1,f,e,c,62",2425
20154,20151,2,1,62,"1,f,e,d,61,c,62",2623
20154,20151,3,1,62,"1,f,e,f,e,c,62",2685
20154,20151,4,1,62,"1,f,e,d,61,6,62",2758
20170,20173,1,61,62,"61,c,62",790
20170,20173,2,61,62,"61,6,62",925
20170,20173,3,61,62,"61,b,5,6,62",1766
20170,20173,4,61,62,"61,6,5,6,62",1793
20173,20167,1,5,62,"5,6,62",779
20173,20167,2,5,62,"5,b,61,c,62",1777
20173,20167,3,5,62,"5,6,61,c,62",1804
20173,20167,4,5,62,"5,b,61,6,62",1912
20167,20165,1,2,5,"2,a,b,5",1380
20167,20165,2,2,5,"2,a,b,61,b,5",2314
20167,20165,3,2,5,"2,a,b,61,6,5",2341
20167,20165,4,2,5,"2,a,b,a,b,5",2380
20172,20168,1,5,61,"5,b,61",987
20172,20168,2,5,61,"5,6,61",1014
20172,20168,3,5,61,"5,6,62,c,61",1569
20172,20168,4,5,61,"5,6,62,6,61",1704
20168,20163,1,1,5,"1,2,a,b,5",2106
20168,20163,2,1,5,"1,f,e,d,61,b,5",2820
20168,20163,3,1,5,"1,2,a,2,a,b,5",2826
20168,20163,4,1,5,"1,f,e,d,a,b,5",2829
20184,20185,1,13,61,"13,1,f,e,d,61",2718
20184,20185,2,13,61,"13,1,f,e,c,61",2920
20184,20185,3,13,61,"13,1,2,a,b,61",2938
20184,20185,4,13,61,"13,1,f,e,f,e,d,61",2978
20185,20186,1,61,62,"61,c,62",790
20185,20186,2,61,62,"61,6,62",925
20185,20186,3,61,62,"61,b,5,6,62",1766
20185,20186,4,61,62,"61,6,5,6,62",1793
20186,20182,1,1,62,"1,f,e,c,62",2425
20186,20182,2,1,62,"1,f,e,d,61,c,62",2623
20186,20182,3,1,62,"1,f,e,f,e,c,62",2685
20186,20182,4,1,62,"1,f,e,d,61,6,62",2758
20189,20187,1,2,61,"2,a,b,61",1327
20189,20187,2,2,61,"2,f,e,d,61",1463
20189,20187,3,2,61,"2,a,d,61",1536
20189,20187,4,2,61,"2,f,e,c,61",1665
20207,20206,1,2,61,"2,a,b,61",1327
20207,20206,2,2,61,"2,f,e,d,61",1463
20207,20206,3,2,61,"2,a,d,61",1536
20207,20206,4,2,61,"2,f,e,c,61",1665
20211,20208,1,1,61,"1,f,e,d,61",1833
20211,20208,2,1,61,"1,f,e,c,61",2035
20211,20208,3,1,61,"1,2,a,b,61",2053
20211,20208,4,1,61,"1,f,e,f,e,d,61",2093
20218,20212,1,5,61,"5,b,61",987
20218,20212,2,5,61,"5,6,61",1014
20218,20212,3,5,61,"5,6,62,c,61",1569
20218,20212,4,5,61,"5,6,62,6,61",1704
20220,20222,1,2,5,"2,a,b,5",1380
20220,20222,2,2,5,"2,a,b,61,b,5",2314
20220,20222,3,2,5,"2,a,b,61,6,5",2341
20220,20222,4,2,5,"2,a,b,a,b,5",2380
20223,20221,1,2,5,"2,a,b,5",1380
20223,20221,2,2,5,"2,a,b,61,b,5",2314
20223,20221,3,2,5,"2,a,b,61,6,5",2341
20223,20221,4,2,5,"2,a,b,a,b,5",2380
20225,20224,1,5,61,"5,b,61",987
20225,20224,2,5,61,"5,6,61",1014
20225,20224,3,5,61,"5,6,62,c,61",1569
20225,20224,4,5,61,"5,6,62,6,61",1704
20233,20237,1,13,2,"13,1,2",1611
20233,20237,2,13,2,"13,1,f,2",2365
20233,20237,3,13,2,"13,1,f,e,f,2",2625
20233,20237,4,13,2,"13,1,f,e,f,e,f,2",2885
20246,20249,1,13,2,"13,1,2",1611
20246,20249,2,13,2,"13,1,f,2",2365
20246,20249,3,13,2,"13,1,f,e,f,2",2625
20246,20249,4,13,2,"13,1,f,e,f,e,f,2",2885
20256,20251,1,5,62,"5,6,62",779
20256,20251,2,5,62,"5,b,61,c,62",1777
20256,20251,3,5,62,"5,6,61,c,62",1804
20256,20251,4,5,62,"5,b,61,6,62",1912
20257,20253,1,5,62,"5,6,62",779
20257,20253,2,5,62,"5,b,61,c,62",1777
20257,20253,3,5,62,"5,6,61,c,62",1804
20257,20253,4,5,62,"5,b,61,6,62",1912
20263,20261,1,2,5,"2,a,b,5",1380
20263,20261,2,2,5,"2,a,b,61,b,5",2314
20263,20261,3,2,5,"2,a,b,61,6,5",2341
20263,20261,4,2,5,"2,a,b,a,b,5",2380
20262,20264,1,2,5,"2,a,b,5",1380
20262,20264,2,2,5,"2,a,b,61,b,5",2314
20262,20264,3,2,5,"2,a,b,61,6,5",2341
20262,20264,4,2,5,"2,a,b,a,b,5",2380
20272,20270,1,13,62,"13,1,f,e,c,62",3310
20272,20270,2,13,62,"13,1,f,e,d,61,c,62",3508
20272,20270,3,13,62,"13,1,f,e,f,e,c,62",3570
20272,20270,4,13,62,"13,1,f,e,d,61,6,62",3643
20273,20284,1,2,61,"2,a,b,61",1327
20273,20284,2,2,61,"2,f,e,d,61",1463
20273,20284,3,2,61,"2,a,d,61",1536
20273,20284,4,2,61,"2,f,e,c,61",1665
20284,20280,1,5,61,"5,b,61",987
20284,20280,2,5,61,"5,6,61",1014
20284,20280,3,5,61,"5,6,62,c,61",1569
20284,20280,4,5,61,"5,6,62,6,61",1704
20281,20285,1,5,61,"5,b,61",987
20281,20285,2,5,61,"5,6,61",1014
20281,20285,3,5,61,"5,6,62,c,61",1569
20281,20285,4,5,61,"5,6,62,6,61",1704
20285,20274,1,2,61,"2,a,b,61",1327
20285,20274,2,2,61,"2,f,e,d,61",1463
20285,20274,3,2,61,"2,a,d,61",1536
20285,20274,4,2,61,"2,f,e,c,61",1665
20275,20282,1,2,5,"2,a,b,5",1380
20275,20282,2,2,5,"2,a,b,61,b,5",2314
20275,20282,3,2,5,"2,a,b,61,6,5",2341
20275,20282,4,2,5,"2,a,b,a,b,5",2380
20283,20276,1,2,5,"2,a,b,5",1380
20283,20276,2,2,5,"2,a,b,61,b,5",2314
20283,20276,3,2,5,"2,a,b,61,6,5",2341
20283,20276,4,2,5,"2,a,b,a,b,5",2380
20279,20286,1,2,61,"2,a,b,61",1327
20279,20286,2,2,61,"2,f,e,d,61",1463
20279,20286,3,2,61,"2,a,d,61",1536
20279,20286,4,2,61,"2,f,e,c,61",1665
20291,20296,1,1,61,"1,f,e,d,61",1833
20291,20296,2,1,61,"1,f,e,c,61",2035
20291,20296,3,1,61,"1,2,a,b,61",2053
20291,20296,4,1,61,"1,f,e,f,e,d,61",2093
20297,20295,1,5,62,"5,6,62",779
20297,20295,2,5,62,"5,b,61,c,62",1777
20297,20295,3,5,62,"5,6,61,c,62",1804
20297,20295,4,5,62,"5,b,61,6,62",1912
20295,20293,1,2,5,"2,a,b,5",1380
20295,20293,2,2,5,"2,a,b,61,b,5",2314
20295,20293,3,2,5,"2,a,b,61,6,5",2341
20295,20293,4,2,5,"2,a,b,a,b,5",2380
20311,20309,1,2,5,"2,a,b,5",1380
20311,20309,2,2,5,"2,a,b,61,b,5",2314
20311,20309,3,2,5,"2,a,b,61,6,5",2341
20311,20309,4,2,5,"2,a,b,a,b,5",2380
20310,20312,1,2,5,"2,a,b,5",1380
20310,20312,2,2,5,"2,a,b,61,b,5",2314
20310,20312,3,2,5,"2,a,b,61,6,5",2341
20310,20312,4,2,5,"2,a,b,a,b,5",2380
20316,20318,1,1,61,"1,f,e,d,61",1833
20316,20318,2,1,61,"1,f,e,c,61",2035
20316,20318,3,1,61,"1,2,a,b,61",2053
20316,20318,4,1,61,"1,f,e,f,e,d,61",2093
20318,20317,1,5,61,"5,b,61",987
20318,20317,2,5,61,"5,6,61",1014
20318,20317,3,5,61,"5,6,62,c,61",1569
20318,20317,4,5,61,"5,6,62,6,61",1704
20317,20319,1,5,61,"5,b,61",987
20317,20319,2,5,61,"5,6,61",1014
20317,20319,3,5,61,"5,6,62,c,61",1569
20317,20319,4,5,61,"5,6,62,6,61",1704
20331,20330,1,5,62,"5,6,62",779
20331,20330,2,5,62,"5,b,61,c,62",1777
20331,20330,3,5,62,"5,6,61,c,62",1804
20331,20330,4,5,62,"5,b,61,6,62",1912
20348,20345,1,1,62,"1,f,e,c,62",2425
20348,20345,2,1,62,"1,f,e,d,61,c,62",2623
20348,20345,3,1,62,"1,f,e,f,e,c,62",2685
20348,20345,4,1,62,"1,f,e,d,61,6,62",2758
20351,20349,1,61,62,"61,c,62",790
20351,20349,2,61,62,"61,6,62",925
20351,20349,3,61,62,"61,b,5,6,62",1766
20351,20349,4,61,62,"61,6,5,6,62",1793
20362,20359,1,5,61,"5,b,61",987
20362,20359,2,5,61,"5,6,61",1014
20362,20359,3,5,61,"5,6,62,c,61",1569
20362,20359,4,5,61,"5,6,62,6,61",1704
20360,20357,1,2,5,"2,a,b,5",1380
20360,20357,2,2,5,"2,a,b,61,b,5",2314
20360,20357,3,2,5,"2,a,b,61,6,5",2341
20360,20357,4,2,5,"2,a,b,a,b,5",2380
20379,20385,1,2,61,"2,a,b,61",1327
20379,20385,2,2,61,"2,f,e,d,61",1463
20379,20385,3,2,61,"2,a,d,61",1536
20379,20385,4,2,61,"2,f,e,c,61",1665
20388,20382,1,2,62,"2,f,e,c,62",2055
20388,20382,2,2,62,"2,a,b,61,c,62",2117
20388,20382,3,2,62,"2,a,b,5,6,62",2159
20388,20382,4,2,62,"2,a,b,61,6,62",2252
20395,20394,1,2,5,"2,a,b,5",1380
20395,20394,2,2,5,"2,a,b,61,b,5",2314
20395,20394,3,2,5,"2,a,b,61,6,5",2341
20395,20394,4,2,5,"2,a,b,a,b,5",2380
20403,20404,1,2,5,"2,a,b,5",1380
20403,20404,2,2,5,"2,a,b,61,b,5",2314
20403,20404,3,2,5,"2,a,b,61,6,5",2341
20403,20404,4,2,5,"2,a,b,a,b,5",2380
20405,20408,1,1,5,"1,2,a,b,5",2106
20405,20408,2,1,5,"1,f,e,d,61,b,5",2820
20405,20408,3,1,5,"1,2,a,2,a,b,5",2826
20405,20408,4,1,5,"1,f,e,d,a,b,5",2829
20409,20407,1,2,5,"2,a,b,5",1380
20409,20407,2,2,5,"2,a,b,61,b,5",2314
20409,20407,3,2,5,"2,a,b,61,6,5",2341
20409,20407,4,2,5,"2,a,b,a,b,5",2380
20418,20419,1,2,5,"2,a,b,5",1380
20418,20419,2,2,5,"2,a,b,61,b,5",2314
20418,20419,3,2,5,"2,a,b,61,6,5",2341
20418,20419,4,2,5,"2,a,b,a,b,5",2380
20424,20425,1,5,61,"5,b,61",987
20424,20425,2,5,61,"5,6,61",1014
20424,20425,3,5,61,"5,6,62,c,61",1569
20424,20425,4,5,61,"5,6,62,6,61",1704
20447,20434,1,1,62,"1,f,e,c,62",2425
20447,20434,2,1,62,"1,f,e,d,61,c,62",2623
20447,20434,3,1,62,"1,f,e,f,e,c,62",2685
20447,20434,4,1,62,"1,f,e,d,61,6,62",2758
20449,20457,1,1,61,"1,f,e,d,61",1833
20449,20457,2,1,61,"1,f,e,c,61",2035
20449,20457,3,1,61,"1,2,a,b,61",2053
20449,20457,4,1,61,"1,f,e,f,e,d,61",2093
20461,20464,1,2,61,"2,a,b,61",1327
20461,20464,2,2,61,"2,f,e,d,61",1463
20461,20464,3,2,61,"2,a,d,61",1536
20461,20464,4,2,61,"2,f,e,c,61",1665
20464,20466,1,61,62,"61,c,62",790
20464,20466,2,61,62,"61,6,62",925
20464,20466,3,61,62,"61,b,5,6,62",1766
20464,20466,4,61,62,"61,6,5,6,62",1793
20473,20471,1,2,5,"2,a,b,5",1380
20473,20471,2,2,5,"2,a,b,61,b,5",2314
20473,20471,3,2,5,"2,a,b,61,6,5",2341
20473,20471,4,2,5,"2,a,b,a,b,5",2380
20479,20481,1,61,62,"61,c,62",790
20479,20481,2,61,62,"61,6,62",925
20479,20481,3,61,62,"61,b,5,6,62",1766
20479,20481,4,61,62,"61,6,5,6,62",1793
20481,20480,1,61,62,"61,c,62",790
20481,20480,2,61,62,"61,6,62",925
20481,20480,3,61,62,"61,b,5,6,62",1766
20481,20480,4,61,62,"61,6,5,6,62",1793
20482,20485,1,1,61,"1,f,e,d,61",1833
20482,20485,2,1,61,"1,f,e,c,61",2035
20482,20485,3,1,61,"1,2,a,b,61",2053
20482,20485,4,1,61,"1,f,e,f,e,d,61",2093
20492,20488,1,1,62,"1,f,e,c,62",2425
20492,20488,2,1,62,"1,f,e,d,61,c,62",2623
20492,20488,3,1,62,"1,f,e,f,e,c,62",2685
20492,20488,4,1,62,"1,f,e,d,61,6,62",2758
20493,20495,1,2,61,"2,a,b,61",1327
20493,20495,2,2,61,"2,f,e,d,61",1463
20493,20495,3,2,61,"2,a,d,61",1536
20493,20495,4,2,61,"2,f,e,c,61",1665
20495,20497,1,61,62,"61,c,62",790
20495,20497,2,61,62,"61,6,62",925
20495,20497,3,61,62,"61,b,5,6,62",1766
20495,20497,4,61,62,"61,6,5,6,62",1793
20498,20496,1,61,62,"61,c,62",790
20498,20496,2,61,62,"61,6,62",925
20498,20496,3,61,62,"61,b,5,6,62",1766
20498,20496,4,61,62,"61,6,5,6,62",1793
20500,20494,1,2,62,"2,f,e,c,62",2055
20500,20494,2,2,62,"2,a,b,61,c,62",2117
20500,20494,3,2,62,"2,a,b,5,6,62",2159
20500,20494,4,2,62,"2,a,b,61,6,62",2252
20513,20519,1,1,61,"1,f,e,d,61",1833
20513,20519,2,1,61,"1,f,e,c,61",2035
20513,20519,3,1,61,"1,2,a,b,61",2053
20513,20519,4,1,61,"1,f,e,f,e,d,61",2093
20519,20514,1,5,61,"5,b,61",987
20519,20514,2,5,61,"5,6,61",1014
20519,20514,3,5,61,"5,6,62,c,61",1569
20519,20514,4,5,61,"5,6,62,6,61",1704
20540,20533,1,1,62,"1,f,e,c,62",2425
20540,20533,2,1,62,"1,f,e,d,61,c,62",2623
20540,20533,3,1,62,"1,f,e,f,e,c,62",2685
20540,20533,4,1,62,"1,f,e,d,61,6,62",2758
20534,20535,1,1,61,"1,f,e,d,61",1833
20534,20535,2,1,61,"1,f,e,c,61",2035
20534,20535,3,1,61,"1,2,a,b,61",2053
20534,20535,4,1,61,"1,f,e,f,e,d,61",2093
20551,20548,1,5,62,"5,6,62",779
20551,20548,2,5,62,"5,b,61,c,62",1777
20551,20548,3,5,62,"5,6,61,c,62",1804
20551,20548,4,5,62,"5,b,61,6,62",1912
20554,20552,1,5,62,"5,6,62",779
20554,20552,2,5,62,"5,b,61,c,62",1777
20554,20552,3,5,62,"5,6,61,c,62",1804
20554,20552,4,5,62,"5,b,61,6,62",1912
20566,20565,1,5,61,"5,b,61",987
20566,20565,2,5,61,"5,6,61",1014
20566,20565,3,5,61,"5,6,62,c,61",1569
20566,20565,4,5,61,"5,6,62,6,61",1704
20565,20564,1,2,5,"2,a,b,5",1380
20565,20564,2,2,5,"2,a,b,61,b,5",2314
20565,20564,3,2,5,"2,a,b,61,6,5",2341
20565,20564,4,2,5,"2,a,b,a,b,5",2380
20569,20576,1,1,61,"1,f,e,d,61",1833
20569,20576,2,1,61,"1,f,e,c,61",2035
20569,20576,3,1,61,"1,2,a,b,61",2053
20569,20576,4,1,61,"1,f,e,f,e,d,61",2093
20588,20593,1,2,61,"2,a,b,61",1327
20588,20593,2,2,61,"2,f,e,d,61",1463
20588,20593,3,2,61,"2,a,d,61",1536
20588,20593,4,2,61,"2,f,e,c,61",1665
20592,20589,1,2,5,"2,a,b,5",1380
20592,20589,2,2,5,"2,a,b,61,b,5",2314
20592,20589,3,2,5,"2,a,b,61,6,5",2341
20592,20589,4,2,5,"2,a,b,a,b,5",2380
20607,20606,1,5,62,"5,6,62",779
20607,20606,2,5,62,"5,b,61,c,62",1777
20607,20606,3,5,62,"5,6,61,c,62",1804
20607,20606,4,5,62,"5,b,61,6,62",1912
20610,20609,1,2,5,"2,a,b,5",1380
20610,20609,2,2,5,"2,a,b,61,b,5",2314
20610,20609,3,2,5,"2,a,b,61,6,5",2341
20610,20609,4,2,5,"2,a,b,a,b,5",2380
20620,20616,1,5,61,"5,b,61",987
20620,20616,2,5,61,"5,6,61",1014
20620,20616,3,5,61,"5,6,62,c,61",1569
20620,20616,4,5,61,"5,6,62,6,61",1704
20617,20615,1,2,5,"2,a,b,5",1380
20617,20615,2,2,5,"2,a,b,61,b,5",2314
20617,20615,3,2,5,"2,a,b,61,6,5",2341
20617,20615,4,2,5,"2,a,b,a,b,5",2380
20650,20652,1,2,5,"2,a,b,5",1380
20650,20652,2,2,5,"2,a,b,61,b,5",2314
20650,20652,3,2,5,"2,a,b,61,6,5",2341
20650,20652,4,2,5,"2,a,b,a,b,5",2380
20653,20659,1,5,61,"5,b,61",987
20653,20659,2,5,61,"5,6,61",1014
20653,20659,3,5,61,"5,6,62,c,61",1569
20653,20659,4,5,61,"5,6,62,6,61",1704
20654,20661,1,5,62,"5,6,62",779
20654,20661,2,5,62,"5,b,61,c,62",1777
20654,20661,3,5,62,"5,6,61,c,62",1804
20654,20661,4,5,62,"5,b,61,6,62",1912
20655,20651,1,2,5,"2,a,b,5",1380
20655,20651,2,2,5,"2,a,b,61,b,5",2314
20655,20651,3,2,5,"2,a,b,61,6,5",2341
20655,20651,4,2,5,"2,a,b,a,b,5",2380
20651,20660,1,2,61,"2,a,b,61",1327
20651,20660,2,2,61,"2,f,e,d,61",1463
20651,20660,3,2,61,"2,a,d,61",1536
20651,20660,4,2,61,"2,f,e,c,61",1665
20675,20662,1,2,62,"2,f,e,c,62",2055
20675,20662,2,2,62,"2,a,b,61,c,62",2117
20675,20662,3,2,62,"2,a,b,5,6,62",2159
20675,20662,4,2,62,"2,a,b,61,6,62",2252
20663,20672,1,13,2,"13,1,2",1611
20663,20672,2,13,2,"13,1,f,2",2365
20663,20672,3,13,2,"13,1,f,e,f,2",2625
20663,20672,4,13,2,"13,1,f,e,f,e,f,2",2885
20673,20664,1,13,2,"13,1,2",1611
20673,20664,2,13,2,"13,1,f,2",2365
20673,20664,3,13,2,"13,1,f,e,f,2",2625
20673,20664,4,13,2,"13,1,f,e,f,e,f,2",2885
20664,20670,1,2,5,"2,a,b,5",1380
20664,20670,2,2,5,"2,a,b,61,b,5",2314
20664,20670,3,2,5,"2,a,b,61,6,5",2341
20664,20670,4,2,5,"2,a,b,a,b,5",2380
20669,20676,1,2,62,"2,f,e,c,62",2055
20669,20676,2,2,62,"2,a,b,61,c,62",2117
20669,20676,3,2,62,"2,a,b,5,6,62",2159
20669,20676,4,2,62,"2,a,b,61,6,62",2252
20682,20678,1,2,5,"2,a,b,5",1380
20682,20678,2,2,5,"2,a,b,61,b,5",2314
20682,20678,3,2,5,"2,a,b,61,6,5",2341
20682,20678,4,2,5,"2,a,b,a,b,5",2380
20679,20683,1,2,5,"2,a,b,5",1380
20679,20683,2,2,5,"2,a,b,61,b,5",2314
20679,20683,3,2,5,"2,a,b,61,6,5",2341
20679,20683,4,2,5,"2,a,b,a,b,5",2380
20684,20680,1,2,5,"2,a,b,5",1380
20684,20680,2,2,5,"2,a,b,61,b,5",2314
20684,20680,3,2,5,"2,a,b,61,6,5",2341
20684,20680,4,2,5,"2,a,b,a,b,5",2380
20701,20695,1,2,62,"2,f,e,c,62",2055
20701,20695,2,2,62,"2,a,b,61,c,62",2117
20701,20695,3,2,62,"2,a,b,5,6,62",2159
20701,20695,4,2,62,"2,a,b,61,6,62",2252
20699,20696,1,2,61,"2,a,b,61",1327
20699,20696,2,2,61,"2,f,e,d,61",1463
20699,20696,3,2,61,"2,a,d,61",1536
20699,20696,4,2,61,"2,f,e,c,61",1665
20704,20702,1,13,2,"13,1,2",1611
20704,20702,2,13,2,"13,1,f,2",2365
20704,20702,3,13,2,"13,1,f,e,f,2",2625
20704,20702,4,13,2,"13,1,f,e,f,e,f,2",2885
20705,20703,1,5,61,"5,b,61",987
20705,20703,2,5,61,"5,6,61",1014
20705,20703,3,5,61,"5,6,62,c,61",1569
20705,20703,4,5,61,"5,6,62,6,61",1704
20711,20709,1,1,62,"1,f,e,c,62",2425
20711,20709,2,1,62,"1,f,e,d,61,c,62",2623
20711,20709,3,1,62,"1,f,e,f,e,c,62",2685
20711,20709,4,1,62,"1,f,e,d,61,6,62",2758
20717,20714,1,61,62,"61,c,62",790
20717,20714,2,61,62,"61,6,62",925
20717,20714,3,61,62,"61,b,5,6,62",1766
20717,20714,4,61,62,"61,6,5,6,62",1793
20718,20716,1,61,62,"61,c,62",790
20718,20716,2,61,62,"61,6,62",925
20718,20716,3,61,62,"61,b,5,6,62",1766
20718,20716,4,61,62,"61,6,5,6,62",1793
20722,20720,1,2,5,"2,a,b,5",1380
20722,20720,2,2,5,"2,a,b,61,b,5",2314
20722,20720,3,2,5,"2,a,b,61,6,5",2341
20722,20720,4,2,5,"2,a,b,a,b,5",2380
20721,20723,1,2,5,"2,a,b,5",1380
20721,20723,2,2,5,"2,a,b,61,b,5",2314
20721,20723,3,2,5,"2,a,b,61,6,5",2341
20721,20723,4,2,5,"2,a,b,a,b,5",2380
20728,20725,1,5,62,"5,6,62",779
20728,20725,2,5,62,"5,b,61,c,62",1777
20728,20725,3,5,62,"5,6,61,c,62",1804
20728,20725,4,5,62,"5,b,61,6,62",1912
20736,20730,1,2,61,"2,a,b,61",1327
20736,20730,2,2,61,"2,f,e,d,61",1463
20736,20730,3,2,61,"2,a,d,61",1536
20736,20730,4,2,61,"2,f,e,c,61",1665
20737,20735,1,5,62,"5,6,62",779
20737,20735,2,5,62,"5,b,61,c,62",1777
20737,20735,3,5,62,"5,6,61,c,62",1804
20737,20735,4,5,62,"5,b,61,6,62",1912
20738,20739,1,5,61,"5,b,61",987
20738,20739,2,5,61,"5,6,61",1014
20738,20739,3,5,61,"5,6,62,c,61",1569
20738,20739,4,5,61,"5,6,62,6,61",1704
20740,20741,1,1,61,"1,f,e,d,61",1833
20740,20741,2,1,61,"1,f,e,c,61",2035
20740,20741,3,1,61,"1,2,a,b,61",2053
20740,20741,4,1,61,"1,f,e,f,e,d,61",2093
20741,20742,1,61,62,"61,c,62",790
20741,20742,2,61,62,"61,6,62",925
20741,20742,3,61,62,"61,b,5,6,62",1766
20741,20742,4,61,62,"61,6,5,6,62",1793
20758,20760,1,2,5,"2,a,b,5",1380
20758,20760,2,2,5,"2,a,b,61,b,5",2314
20758,20760,3,2,5,"2,a,b,61,6,5",2341
20758,20760,4,2,5,"2,a,b,a,b,5",2380
20760,20755,1,1,5,"1,2,a,b,5",2106
20760,20755,2,1,5,"1,f,e,d,61,b,5",2820
20760,20755,3,1,5,"1,2,a,2,a,b,5",2826
20760,20755,4,1,5,"1,f,e,d,a,b,5",2829
20784,20782,1,1,5,"1,2,a,b,5",2106
20784,20782,2,1,5,"1,f,e,d,61,b,5",2820
20784,20782,3,1,5,"1,2,a,2,a,b,5",2826
20784,20782,4,1,5,"1,f,e,d,a,b,5",2829
20797,20798,1,61,62,"61,c,62",790
20797,20798,2,61,62,"61,6,62",925
20797,20798,3,61,62,"61,b,5,6,62",1766
20797,20798,4,61,62,"61,6,5,6,62",1793
20808,20810,1,5,61,"5,b,61",987
20808,20810,2,5,61,"5,6,61",1014
20808,20810,3,5,61,"5,6,62,c,61",1569
20808,20810,4,5,61,"5,6,62,6,61",1704
20816,20819,1,1,62,"1,f,e,c,62",2425
20816,20819,2,1,62,"1,f,e,d,61,c,62",2623
20816,20819,3,1,62,"1,f,e,f,e,c,62",2685
20816,20819,4,1,62,"1,f,e,d,61,6,62",2758
20820,20817,1,1,62,"1,f,e,c,62",2425
20820,20817,2,1,62,"1,f,e,d,61,c,62",2623
20820,20817,3,1,62,"1,f,e,f,e,c,62",2685
20820,20817,4,1,62,"1,f,e,d,61,6,62",2758
20822,20821,1,2,61,"2,a,b,61",1327
20822,20821,2,2,61,"2,f,e,d,61",1463
20822,20821,3,2,61,"2,a,d,61",1536
20822,20821,4,2,61,"2,f,e,c,61",1665
20830,20829,1,5,61,"5,b,61",987
20830,20829,2,5,61,"5,6,61",1014
20830,20829,3,5,61,"5,6,62,c,61",1569
20830,20829,4,5,61,"5,6,62,6,61",1704
20833,20831,1,61,62,"61,c,62",790
20833,20831,2,61,62,"61,6,62",925
20833,20831,3,61,62,"61,b,5,6,62",1766
20833,20831,4,61,62,"61,6,5,6,62",1793
20845,20843,1,13,2,"13,1,2",1611
20845,20843,2,13,2,"13,1,f,2",2365
20845,20843,3,13,2,"13,1,f,e,f,2",2625
20845,20843,4,13,2,"13,1,f,e,f,e,f,2",2885
20843,20844,1,2,5,"2,a,b,5",1380
20843,20844,2,2,5,"2,a,b,61,b,5",2314
20843,20844,3,2,5,"2,a,b,61,6,5",2341
20843,20844,4,2,5,"2,a,b,a,b,5",2380
20854,20849,1,1,62,"1,f,e,c,62",2425
20854,20849,2,1,62,"1,f,e,d,61,c,62",2623
20854,20849,3,1,62,"1,f,e,f,e,c,62",2685
20854,20849,4,1,62,"1,f,e,d,61,6,62",2758
20861,20860,1,5,62,"5,6,62",779
20861,20860,2,5,62,"5,b,61,c,62",1777
20861,20860,3,5,62,"5,6,61,c,62",1804
20861,20860,4,5,62,"5,b,61,6,62",1912
20866,20864,1,5,62,"5,6,62",779
20866,20864,2,5,62,"5,b,61,c,62",1777
20866,20864,3,5,62,"5,6,61,c,62",1804
20866,20864,4,5,62,"5,b,61,6,62",1912
20882,20883,1,13,2,"13,1,2",1611
20882,20883,2,13,2,"13,1,f,2",2365
20882,20883,3,13,2,"13,1,f,e,f,2",2625
20882,20883,4,13,2,"13,1,f,e,f,e,f,2",2885
20891,20889,1,61,62,"61,c,62",790
20891,20889,2,61,62,"61,6,62",925
20891,20889,3,61,62,"61,b,5,6,62",1766
20891,20889,4,61,62,"61,6,5,6,62",1793
20892,20890,1,61,62,"61,c,62",790
20892,20890,2,61,62,"61,6,62",925
20892,20890,3,61,62,"61,b,5,6,62",1766
20892,20890,4,61,62,"61,6,5,6,62",1793
20898,20903,1,5,61,"5,b,61",987
20898,20903,2,5,61,"5,6,61",1014
20898,20903,3,5,61,"5,6,62,c,61",1569
20898,20903,4,5,61,"5,6,62,6,61",1704
20903,20893,1,1,61,"1,f,e,d,61",1833
20903,20893,2,1,61,"1,f,e,c,61",2035
20903,20893,3,1,61,"1,2,a,b,61",2053
20903,20893,4,1,61,"1,f,e,f,e,d,61",2093
20900,20897,1,2,5,"2,a,b,5",1380
20900,20897,2,2,5,"2,a,b,61,b,5",2314
20900,20897,3,2,5,"2,a,b,61,6,5",2341
20900,20897,4,2,5,"2,a,b,a,b,5",2380
20916,20921,1,2,61,"2,a,b,61",1327
20916,20921,2,2,61,"2,f,e,d,61",1463
20916,20921,3,2,61,"2,a,d,61",1536
20916,20921,4,2,61,"2,f,e,c,61",1665
20919,20922,1,13,61,"13,1,f,e,d,61",2718
20919,20922,2,13,61,"13,1,f,e,c,61",2920
20919,20922,3,13,61,"13,1,2,a,b,61",2938
20919,20922,4,13,61,"13,1,f,e,f,e,d,61",2978
20922,20917,1,2,61,"2,a,b,61",1327
20922,20917,2,2,61,"2,f,e,d,61",1463
20922,20917,3,2,61,"2,a,d,61",1536
20922,20917,4,2,61,"2,f,e,c,61",1665
20928,20927,1,61,62,"61,c,62",790
